Silkbase_id,NCBI_id,TF,KEGG_id,Silkbase_description,GO_description,KEGG_description
KWMTBOMO15415,NA,_,101740752,AF461149_1_transposase_[Bombyx_mori],-,NA
KWMTBOMO15416,NA,_,105842570,PREDICTED:_uncharacterized_protein_LOC106713976_[Papilio_machaon],-,NA
KWMTBOMO15417,NA,_,105842661,endonuclease_and_reverse_transcriptase-like_protein_[Bombyx_mori],-,NA
KWMTBOMO15418,LOC101741856,_,101741856,PREDICTED:_uncharacterized_protein_LOC101741856_isoform_X4_[Bombyx_mori],-,NA
KWMTBOMO15419,LOC101741423,_,101741423,PREDICTED:_protein_arginine_N-methyltransferase_1_[Amyelois_transitella],GO:0006479|protein methylation|biological process;GO:0008168|methyltransferase activity|molecular function,protein arginine N-methyltransferase 1sK11434 PRMT1; type I protein arginine methyltransferase [EC:2.1.1.319]
KWMTBOMO15420,NA,_,101737183,reverse_transcriptase_[Danaus_plexippus],-,NA
KWMTBOMO15421,LOC101741708,_,101741708,"PREDICTED:_b(0,+)-type_amino_acid_transporter_1_isoform_X1_[Amyelois_transitella]",GO:0016020|membrane|cellular component;GO:0022857|transmembrane transporter activity|molecular function;GO:0055085|transmembrane transport|biological process,"b(0sK13868 SLC7A9_15; solute carrier family 7 (L-type amino acid transporter), member 9/15"
KWMTBOMO15422,LOC101741287,_,101741287,PREDICTED:_DNA_damage-binding_protein_1_[Papilio_xuthus],GO:0003676|nucleic acid binding|molecular function;GO:0005515|protein binding|molecular function;GO:0005634|nucleus|cellular component;GO:0006281|DNA repair|biological process,DNA damage-binding protein 1sK10610 DDB1; DNA damage-binding protein 1
KWMTBOMO15423,NA,_,101741287,DNA_damage-binding_protein_1_[Papilio_xuthus],GO:0003676|nucleic acid binding|molecular function;GO:0005515|protein binding|molecular function;GO:0005634|nucleus|cellular component;GO:0006281|DNA repair|biological process,DNA damage-binding protein 1sK10610 DDB1; DNA damage-binding protein 1
KWMTBOMO15424,LOC101741144,_,101741144,PREDICTED:_uridine_diphosphate_glucose_pyrophosphatase-like_[Papilio_xuthus],"GO:0016787|hydrolase activity|molecular function;GO:0016818|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides|molecular function;GO:0046872|metal ion binding|molecular function",uridine diphosphate glucose pyrophosphatase NUDT14sK08077 NUDT14; UDP-sugar diphosphatase [EC:3.6.1.45]
KWMTBOMO15425,LOC101740997,_,101740997,PREDICTED:_HIV_Tat-specific_factor_1_[Amyelois_transitella],"GO:0000398|mRNA splicing, via spliceosome|biological process;GO:0003676|nucleic acid binding|molecular function",HIV Tat-specific factor 1 homologsK13093 HTATSF1; HIV Tat-specific factor 1
KWMTBOMO15426,LOC101740859,_,101740859,PREDICTED:_WD_repeat-containing_protein_20_[Amyelois_transitella],GO:0005515|protein binding|molecular function,WD repeat-containing protein 20sK24741 WDR20; WD repeat-containing protein 20
KWMTBOMO15427,LOC101740720,_,101740720,"PREDICTED:_translation_initiation_factor_IF-2,_mitochondrial_isoform_X1_[Amyelois_transitella]",GO:0003924|GTPase activity|molecular function;GO:0005525|GTP binding|molecular function,translation initiation factor IF-2sK02519 infB; translation initiation factor IF-2
KWMTBOMO15428,LOC101740492,_,101740492,PREDICTED:_protein_phosphatase_1B_[Amyelois_transitella],GO:0000287|magnesium ion binding|molecular function;GO:0003824|catalytic activity|molecular function;GO:0004721|phosphoprotein phosphatase activity|molecular function;GO:0004722|protein serine/threonine phosphatase activity|molecular function;GO:0006470|protein dephosphorylation|biological process;GO:0030145|manganese ion binding|molecular function;GO:0043169|cation binding|molecular function,protein phosphatase 1BsK04461 PPM1B; protein phosphatase 1B [EC:3.1.3.16]
KWMTBOMO15429,LOC110384865,_,NA,hypothetical_protein_RR46_08731_[Papilio_xuthus],GO:0044666|MLL3/4 complex|cellular component;GO:0048188|Set1C/COMPASS complex|cellular component,NA
KWMTBOMO15430,NA,_,101740752,AF461149_1_transposase_[Bombyx_mori],GO:0003677|DNA binding|molecular function,NA
KWMTBOMO15431,LOC101740359,_,101740359,PREDICTED:_protein_preli-like_[Amyelois_transitella],GO:0005758|mitochondrial intermembrane space|cellular component,NA
KWMTBOMO15432,LOC101740225,_,101740225,PREDICTED:_probable_methyltransferase-like_protein_15_[Amyelois_transitella],GO:0008168|methyltransferase activity|molecular function,probable methyltransferase-like protein 15 homologsK25876 METTL15; 12S rRNA N4-methylcytidine (m4C) methyltransferase [EC:2.1.1.-]
KWMTBOMO15433,NA,_,105842121,reverse_transcriptase_[Bombyx_mori],-,NA
KWMTBOMO15434,NA,_,105841788,gag-like_protein_[Bombyx_mori],-,NA
KWMTBOMO15435,LOC105841769,_,101736731,endonuclease_and_reverse_transcriptase-like_protein_[Bombyx_mori],-,NA
KWMTBOMO15436,NA,_,105841323,PREDICTED:_neurexin-2-like_[Bombyx_mori],-,NA
KWMTBOMO15437,NA,_,100127037,reverse_transcriptase_[Bombyx_mori],-,NA
KWMTBOMO15438,LOC101744215,_,101744215,PREDICTED:_neurexin-1-like_isoform_X1_[Bombyx_mori],-,NA
KWMTBOMO15439,LOC101744071,_,101744071,PREDICTED:_uncharacterized_protein_LOC101744071_[Bombyx_mori],GO:0015276|ligand-gated ion channel activity|molecular function;GO:0016020|membrane|cellular component,NA
KWMTBOMO15440,NA,_,105842121,reverse_transcriptase_[Bombyx_mori],-,NA
KWMTBOMO15441,NA,_,105841788,gag-like_protein_[Bombyx_mori],-,NA
KWMTBOMO15442,NA,_,105842571,PREDICTED:_uncharacterized_protein_LOC106713162_[Papilio_machaon],-,NA
KWMTBOMO15443,LOC101743773,_,101743773,PREDICTED:_hemicentin-2_isoform_X2_[Bombyx_mori],-,NA
KWMTBOMO15444,LOC101739998,_,101739998,Inwardly_rectifying_k+_channel_[Operophtera_brumata],GO:0005242|inward rectifier potassium channel activity|molecular function;GO:0006813|potassium ion transport|biological process;GO:0016021|integral component of membrane|cellular component,"ATP-sensitive inward rectifier potassium channel 12sK05330 KCNJN; potassium inwardly-rectifying channel subfamily J, other"
KWMTBOMO15445,LOC101739786,_,101743630,"PREDICTED:_hemicentin-1,_partial_[Plutella_xylostella]",GO:0005515|protein binding|molecular function,NA
KWMTBOMO15446,LOC110385313,_,105841315,PREDICTED:_uncharacterized_protein_LOC105841315_[Bombyx_mori],-,NA
KWMTBOMO15447,LOC105842393,_,105842393,PREDICTED:_uncharacterized_protein_LOC105842393_[Bombyx_mori],-,NA
KWMTBOMO15448,NA,_,101743213,PREDICTED:_nephrin-like_[Bombyx_mori],-,NA
KWMTBOMO15449,LOC101743213,_,101743213,PREDICTED:_nephrin-like_[Bombyx_mori],-,NA
KWMTBOMO15450,NA,_,101738890,PREDICTED:_uncharacterized_protein_LOC101738890_[Bombyx_mori],GO:0003676|nucleic acid binding|molecular function;GO:0015074|DNA integration|biological process,NA
KWMTBOMO15451,NA,_,101743213,PREDICTED:_nephrin-like_[Bombyx_mori],-,NA
KWMTBOMO15452,NA,_,101737183,reverse_transcriptase_[Danaus_plexippus],-,NA
KWMTBOMO15453,LOC101739774,_,101739774,putative_alpha-ketoglutarate-dependent_hypophosphite_dioxygenase_[Operophtera_brumata],-,phytanoyl-CoA dioxygenasesK00477 PHYH; phytanoyl-CoA hydroxylase [EC:1.14.11.18]
KWMTBOMO15454,LOC105841326,_,105841326,PREDICTED:_uncharacterized_protein_LOC105841326_[Bombyx_mori],-,NA
KWMTBOMO15455,LOC101742926,_,101742926,PREDICTED:_structural_maintenance_of_chromosomes_protein_2_[Amyelois_transitella],GO:0005515|protein binding|molecular function;GO:0005524|ATP binding|molecular function;GO:0005694|chromosome|cellular component;GO:0051276|chromosome organization|biological process,structural maintenance of chromosomes protein 2sK06674 SMC2; structural maintenance of chromosome 2
KWMTBOMO15456,LOC101742485,_,101742485,PREDICTED:_nuclear_pore_complex_protein_Nup133_[Bombyx_mori],GO:0005515|protein binding|molecular function;GO:0017056|structural constituent of nuclear pore|molecular function,nuclear pore complex protein Nup133sK14300 NUP133; nuclear pore complex protein Nup133
KWMTBOMO15457,LOC101739255,_,101739255,PREDICTED:_uncharacterized_protein_LOC106136669_isoform_X1_[Amyelois_transitella],-,NA
KWMTBOMO15458,LOC105841329,_,105841329,PREDICTED:_uncharacterized_protein_LOC105841329_isoform_X2_[Bombyx_mori],-,NA
KWMTBOMO15459,LOC101739115,_,101739115,PREDICTED:_lipase_member_H-B-like_isoform_X2_[Bombyx_mori],GO:0052689|carboxylic ester hydrolase activity|molecular function,NA
KWMTBOMO15460,LOC105841328,_,101737307,hypothetical_protein_KGM_16540_[Danaus_plexippus],-,nuclear pore complex protein Nup205sK14310 NUP205; nuclear pore complex protein Nup205
KWMTBOMO15461,LOC101738875,_,101738875,PREDICTED:_mitochondrial_intermembrane_space_import_and_assembly_protein_40-B_[Plutella_xylostella],GO:0015035|protein disulfide oxidoreductase activity|molecular function;GO:0045041|protein import into mitochondrial intermembrane space|biological process,mitochondrial intermembrane space import and assembly protein 40sK17782 MIA40; mitochondrial intermembrane space import and assembly protein 40
KWMTBOMO15462,NA,_,100037438,olfactory_receptor_[Bombyx_mori],-,NA
KWMTBOMO15463,Or-37,_,100037438,odorant_receptor_37_[Bombyx_mori],GO:0004984|olfactory receptor activity|molecular function;GO:0005549|odorant binding|molecular function;GO:0007608|sensory perception of smell|biological process;GO:0016020|membrane|cellular component,NA
KWMTBOMO15464,NA,_,105842707,PREDICTED:_uncharacterized_protein_LOC105842324_[Bombyx_mori],-,NA
KWMTBOMO15465,LOC101744677,_,101744677,PREDICTED:_uncharacterized_protein_LOC106138121_[Amyelois_transitella],GO:0008080|N-acetyltransferase activity|molecular function,NA
KWMTBOMO15466,LOC101743520,_,101743520,PREDICTED:_uncharacterized_protein_LOC101743520_[Bombyx_mori],-,NA
KWMTBOMO15467,LOC101743656,_,101743656,PREDICTED:_LOW_QUALITY_PROTEIN:_protein_fem-1_homolog_A_[Bombyx_mori],GO:0005515|protein binding|molecular function,protein fem-1 homolog AsK25805 FEM1A_C; protein fem-1 homolog A/C
KWMTBOMO15468,LOC101743806,_,101743806,"PREDICTED:_protein_Skeletor,_isoforms_B/C_[Bombyx_mori]",-,NA
KWMTBOMO15469,LOC101743955,_,101743955,"PREDICTED:_protein_Skeletor,_isoforms_D/E_isoform_X1_[Bombyx_mori]",-,NA
KWMTBOMO15470,NA,_,101740186,PREDICTED:_uncharacterized_protein_LOC105387375_[Plutella_xylostella],GO:0003676|nucleic acid binding|molecular function;GO:0015074|DNA integration|biological process,NA
KWMTBOMO15471,Mir3312,_,105842112,reverse_transcriptase_[Bombyx_mori],GO:0003676|nucleic acid binding|molecular function;GO:0008270|zinc ion binding|molecular function,NA
KWMTBOMO15472,NA,_,105842121,reverse_transcriptase_[Bombyx_mori],-,NA
KWMTBOMO15473,NA,_,101740752,AF461149_1_transposase_[Bombyx_mori],GO:0003677|DNA binding|molecular function,NA
KWMTBOMO15474,LOC101744818,_,101744818,Thiol:disulfide_interchange_protein_DsbA_[Operophtera_brumata],-,NA
KWMTBOMO15475,NA,_,100101184,mariner_transposase_[Bombyx_mori],-,NA
KWMTBOMO15476,NA,_,100101184,mariner_transposase_[Bombyx_mori],-,NA
KWMTBOMO15477,LOC105842541,_,101742864,PREDICTED:_uncharacterized_protein_LOC106713229_[Papilio_machaon],GO:0003676|nucleic acid binding|molecular function;GO:0015074|DNA integration|biological process,NA
KWMTBOMO15478,LOC101745011,_,101745011,PREDICTED:_complexin_[Amyelois_transitella],GO:0006836|neurotransmitter transport|biological process;GO:0019905|syntaxin binding|molecular function,complexin isoform X1sK15294 CPLX1_2; complexin-1/2
KWMTBOMO15479,LOC101745160,THR-like,101745160,PREDICTED:_nuclear_hormone_receptor_family_member_nhr-8-like_[Amyelois_transitella],"GO:0003700|DNA-binding transcription factor activity|molecular function;GO:0005634|nucleus|cellular component;GO:0006355|regulation of transcription, DNA-templated|biological process;GO:0008270|zinc ion binding|molecular function;GO:0043565|sequence-specific DNA binding|molecular function",nuclear hormone receptor HR96sK14035 NR1IN; nuclear receptor subfamily 1 group I
KWMTBOMO15480,LOC101744532,_,101744532,PREDICTED:_uncharacterized_protein_LOC101744532_isoform_X1_[Bombyx_mori],-,uncharacterized protein LOC101744532 isoform X1sK19750 DNAAF1; dynein axonemal assembly factor 1
KWMTBOMO15481,LOC101744819,_,101744819,PREDICTED:_trichohyalin_[Bombyx_mori],GO:0005515|protein binding|molecular function;GO:0044458|motile cilium assembly|biological process,NA
KWMTBOMO15482,NA,_,101745306,MG17_[Choristoneura_fumiferana],-,NA
KWMTBOMO15483,LOC101745306,_,101744819,PREDICTED:_trichohyalin_[Bombyx_mori],-,NA
KWMTBOMO15484,LOC101745446,_,101745446,PREDICTED:_TBC1_domain_family_member_7-like_[Papilio_machaon],-,TBC1 domain family member 7sK20396 TBC1D7; TBC1 domain family member 7
KWMTBOMO15485,LOC101745112,_,101745112,PREDICTED:_uncharacterized_protein_LOC101745112_[Bombyx_mori],GO:0005794|Golgi apparatus|cellular component;GO:0016020|membrane|cellular component;GO:0016192|vesicle-mediated transport|biological process,telomere length regulation protein TEL2 homologsK24721 CLINT1; clathrin interactor 1
KWMTBOMO15486,S,_,692676,protein_star_[Bombyx_mori],-,NA
KWMTBOMO15487,LOC101745263,_,101745263,"PREDICTED:_protein_Skeletor,_isoforms_B/C_[Bombyx_mori]",-,NA
KWMTBOMO15488,NA,_,101737183,reverse_transcriptase_[Danaus_plexippus],-,NA
KWMTBOMO15489,LOC101745742,_,101745742,putative_Rho-associated_protein_kinase_[Danaus_plexippus],-,NA
KWMTBOMO15490,NA,_,101745887,PREDICTED:_aminopeptidase_N_[Bombyx_mori],-,aminopeptidase N precursorsK11140 ANPEP; aminopeptidase N [EC:3.4.11.2]
KWMTBOMO15491,NA,_,101745742,putative_Rho-associated_protein_kinase_[Danaus_plexippus],-,NA
KWMTBOMO15492,LOC101745887,_,101745887,aminopeptidase_N_precursor_[Bombyx_mori],GO:0008237|metallopeptidase activity|molecular function;GO:0008270|zinc ion binding|molecular function,aminopeptidase N precursorsK11140 ANPEP; aminopeptidase N [EC:3.4.11.2]
KWMTBOMO15493,NA,_,NA,S33901_reverse_transcriptase_-_silkworm_transposon_Pao,-,NA
KWMTBOMO15494,NA,_,NA,S33901_reverse_transcriptase_-_silkworm_transposon_Pao,-,NA
KWMTBOMO15495,LOC101745406,_,101745406,PREDICTED:_myb-like_protein_X_isoform_X1_[Bombyx_mori],-,NA
KWMTBOMO15496,LOC101745546,_,101745546,PREDICTED:_nucleolar_protein_12-like_[Papilio_xuthus],GO:0003676|nucleic acid binding|molecular function,nucleolar protein 12sK14837 NOP12; nucleolar protein 12
KWMTBOMO15497,LOC101745694,_,101745694,PREDICTED:_ABC_transporter_G_family_member_23_isoform_X2_[Amyelois_transitella],GO:0005524|ATP binding|molecular function;GO:0016020|membrane|cellular component;GO:0016021|integral component of membrane|cellular component;GO:0016887|ATPase activity|molecular function;GO:0043190|ATP-binding cassette (ABC) transporter complex|cellular component;GO:0055085|transmembrane transport|biological process,"ABC transporter G family member 23 isoform X1sK25167 ABCH1; ATP-binding cassette, subfamily H"
KWMTBOMO15498,mRpS18C,_,100101195,mitochondrial_28S_ribosomal_protein_S18c_[Bombyx_mori],GO:0003735|structural constituent of ribosome|molecular function;GO:0005840|ribosome|cellular component;GO:0006412|translation|biological process,mRpS18C; mitochondrial 28S ribosomal protein S18csK02963 RP-S18; small subunit ribosomal protein S18
KWMTBOMO15499,LOC101746023,_,101746023,PREDICTED:_myb-like_protein_X_isoform_X2_[Bombyx_mori],-,NA
KWMTBOMO15500,LOC101746165,_,101746165,succinate_dehydrogenase_[Danaus_plexippus],"GO:0006099|tricarboxylic acid cycle|biological process;GO:0009055|electron transfer activity|molecular function;GO:0016491|oxidoreductase activity|molecular function;GO:0051536|iron-sulfur cluster binding|molecular function;GO:0051537|2 iron, 2 sulfur cluster binding|molecular function;GO:0055114|oxidation-reduction process|biological process",succinate dehydrogenase [ubiquinone] iron-sulfur subunitsK00235 SDHB; succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]
KWMTBOMO15501,LOC101745842,_,101745842,PREDICTED:_biorientation_of_chromosomes_in_cell_division_protein_1-like_1_isoform_X1_[Bombyx_mori],-,NA
KWMTBOMO15502,LOC101746315,_,101746315,"PREDICTED:_LOW_QUALITY_PROTEIN:_glutamyl-tRNA(Gln)_amidotransferase_subunit_A,_mitochondrial_[Bombyx_mori]",GO:0004040|amidase activity|molecular function,glutamyl-tRNA(Gln) amidotransferase subunit AsK02433 gatA; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
KWMTBOMO15503,LOC101746596,_,101746596,hypothetical_protein_KGM_09094_[Danaus_plexippus],-,cilia- and flagella-associated protein 206 isoform X1sK25471 CFAP206; cilia- and flagella-associated protein 206
KWMTBOMO15504,LOC105841478,_,101743524,reverse_transcriptase_[Danaus_plexippus],GO:0003676|nucleic acid binding|molecular function;GO:0008270|zinc ion binding|molecular function,NA
KWMTBOMO15505,LOC101746736,_,101746736,hypothetical_protein_KGM_09093_[Danaus_plexippus],-,upstream activation factor subunit spp27 isoform X1sK15223 UAF30; upstream activation factor subunit UAF30
KWMTBOMO15506,LOC101746876,_,101746876,PREDICTED:_nucleolar_protein_14_[Papilio_xuthus],GO:0032040|small-subunit processome|cellular component,nucleolar protein 14 homolog isoform X1sK14766 NOP14; nucleolar protein 14
KWMTBOMO15507,NA,_,101740752,AF461149_1_transposase_[Bombyx_mori],-,NA
KWMTBOMO15508,Mir2780a-1,_,101740752,AF461149_1_transposase_[Bombyx_mori],GO:0003677|DNA binding|molecular function,NA
KWMTBOMO15509,NA,_,NA,PREDICTED:_mucin-2-like_[Amyelois_transitella],GO:0003676|nucleic acid binding|molecular function;GO:0008270|zinc ion binding|molecular function;GO:0015074|DNA integration|biological process,NA
KWMTBOMO15510,LOC101739176,_,105842185,PREDICTED:_LOW_QUALITY_PROTEIN:_uncharacterized_protein_LOC106708942_[Papilio_machaon],GO:0003676|nucleic acid binding|molecular function;GO:0008270|zinc ion binding|molecular function,NA
KWMTBOMO15511,LOC101736632,_,105841419,endonuclease-reverse_transcriptase_[Bombyx_mori],-,NA
KWMTBOMO15512,NA,_,101740752,AF461149_1_transposase_[Bombyx_mori],-,NA
KWMTBOMO15513,NA,_,101747137,PREDICTED:_uncharacterized_protein_LOC101747137_[Bombyx_mori],-,NA
KWMTBOMO15514,NA,_,105842121,reverse_transcriptase_[Bombyx_mori],GO:0005515|protein binding|molecular function,NA
KWMTBOMO15515,NA,_,NA,hypothetical_protein_KGM_15858_[Danaus_plexippus],GO:0005515|protein binding|molecular function,NA
KWMTBOMO15516,LOC101746821,_,101746821,PREDICTED:_alpha-2A_adrenergic_receptor_[Bombyx_mori],GO:0004930|G protein-coupled receptor activity|molecular function;GO:0007186|G protein-coupled receptor signaling pathway|biological process;GO:0016021|integral component of membrane|cellular component,alpha-2C adrenergic receptorsK22814 Octalpha; octopamine receptor alpha
KWMTBOMO15517,LOC105842438,_,105842438,hypothetical_protein_M514_27221_[Trichuris_suis],GO:0003676|nucleic acid binding|molecular function;GO:0015074|DNA integration|biological process,NA
KWMTBOMO15518,LOC733024,_,733024,26S_proteasome_regulatory_ATPase_subunit_10B_[Bombyx_mori],"GO:0005524|ATP binding|molecular function;GO:0005737|cytoplasm|cellular component;GO:0008540|proteasome regulatory particle, base subcomplex|cellular component;GO:0016787|hydrolase activity|molecular function;GO:0016887|ATPase activity|molecular function;GO:0030163|protein catabolic process|biological process;GO:0030433|ubiquitin-dependent ERAD pathway|biological process",26S proteasome regulatory ATPase subunit 10BsK03064 PSMC6; 26S proteasome regulatory subunit T4
KWMTBOMO15519,tab1,_,100529234,PREDICTED:_tak1_isoform_X1_[Bombyx_mori],GO:0003824|catalytic activity|molecular function;GO:0004722|protein serine/threonine phosphatase activity|molecular function;GO:0006470|protein dephosphorylation|biological process,NA
KWMTBOMO15520,LOC101742321,_,101747148,Bicaudal_[Operophtera_brumata],-,transcription factor BTF3 homolog 4sK01527 EGD1; nascent polypeptide-associated complex subunit beta
KWMTBOMO15521,LOC101735355,_,101735355,empty_spiracles_[Danaus_plexippus],-,homeotic protein empty spiraclessK09317 EMX; homeobox protein EMX
KWMTBOMO15522,LOC101735491,_,101735491,"PREDICTED:_beta-1,4-galactosyltransferase_7_[Papilio_machaon]","GO:0005975|carbohydrate metabolic process|biological process;GO:0016757|transferase activity, transferring glycosyl groups|molecular function",beta-1sK00733 B4GALT7; xylosylprotein 4-beta-galactosyltransferase [EC:2.4.1.133]
KWMTBOMO15523,LOC101735627,_,101735627,"PREDICTED:_beta-1,4-galactosyltransferase_7_[Papilio_machaon]","GO:0005975|carbohydrate metabolic process|biological process;GO:0016757|transferase activity, transferring glycosyl groups|molecular function",beta-1sK00733 B4GALT7; xylosylprotein 4-beta-galactosyltransferase [EC:2.4.1.133]
KWMTBOMO15524,LOC101746962,_,101746962,PREDICTED:_nicotinamide/nicotinic_acid_mononucleotide_adenylyltransferase_3_[Bombyx_mori],GO:0003824|catalytic activity|molecular function;GO:0009058|biosynthetic process|biological process,nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3 isoform X2sK06210 NMNAT; nicotinamide mononucleotide adenylyltransferase [EC:2.7.7.1 2.7.7.18]
KWMTBOMO15525,LOC101735767,_,101735767,"PREDICTED:_methionine--tRNA_ligase,_mitochondrial_[Papilio_xuthus]",GO:0000166|nucleotide binding|molecular function;GO:0004812|aminoacyl-tRNA ligase activity|molecular function;GO:0004825|methionine-tRNA ligase activity|molecular function;GO:0005524|ATP binding|molecular function;GO:0006418|tRNA aminoacylation for protein translation|biological process;GO:0006431|methionyl-tRNA aminoacylation|biological process,methionine--tRNA ligasesK01874 MARS; methionyl-tRNA synthetase [EC:6.1.1.10]
KWMTBOMO15526,LOC101747093,_,101747093,PREDICTED:_G_protein-coupled_receptor_kinase_2_isoform_X3_[Bombyx_mori],GO:0004672|protein kinase activity|molecular function;GO:0004674|protein serine/threonine kinase activity|molecular function;GO:0005524|ATP binding|molecular function;GO:0006468|protein phosphorylation|biological process,G protein-coupled receptor kinase 2 isoform X1sK08291 GRK4_5_6; G protein-coupled receptor kinase [EC:2.7.11.16]
KWMTBOMO15527,LOC101742913,_,101742913,reverse_transcriptase_[Danaus_plexippus],GO:0003676|nucleic acid binding|molecular function;GO:0008270|zinc ion binding|molecular function,NA
KWMTBOMO15528,NA,_,105842661,endonuclease_and_reverse_transcriptase-like_protein_[Bombyx_mori],-,NA
KWMTBOMO15529,LOC105842545,_,105841876,PREDICTED:_putative_nuclease_HARBI1_[Bombyx_mori],-,NA
KWMTBOMO15530,LOC110386794,_,105841800,PREDICTED:_uncharacterized_protein_LOC105841800_[Bombyx_mori],-,NA
KWMTBOMO15531,LOC101736070,_,101747229,PREDICTED:_uncharacterized_protein_LOC101747229_[Bombyx_mori],GO:0005515|protein binding|molecular function;GO:0006406|mRNA export from nucleus|biological process,NA
KWMTBOMO15532,LOC101736210,_,101736210,U3_small_nucleolar_ribonucleoprotein_component_[Operophtera_brumata],GO:0010181|FMN binding|molecular function;GO:0016491|oxidoreductase activity|molecular function;GO:0055114|oxidation-reduction process|biological process,U3 small nucleolar ribonucleoprotein protein IMP4sK14561 IMP4; U3 small nucleolar ribonucleoprotein protein IMP4
KWMTBOMO15533,LOC101736463,_,101736463,Y+L_amino_acid_transporter_2_[Papilio_xuthus],GO:0016020|membrane|cellular component;GO:0022857|transmembrane transporter activity|molecular function;GO:0055085|transmembrane transport|biological process,"Y+L amino acid transporter 2 isoform X1sK13781 SLC7A8; solute carrier family 7 (L-type amino acid transporter), member 8"
KWMTBOMO15534,LOC101736594,_,101736594,PREDICTED:_zinc_finger_protein_on_ecdysone_puffs_isoform_X2_[Bombyx_mori],GO:0003676|nucleic acid binding|molecular function,NA
KWMTBOMO15535,LOC101735438,_,101735438,PREDICTED:_erythroid_differentiation-related_factor_1_[Bombyx_mori],-,NA
KWMTBOMO15536,NA,_,101735713,PREDICTED:_facilitated_trehalose_transporter_Tret1-2_homolog_[Bombyx_mori],GO:0016021|integral component of membrane|cellular component;GO:0022857|transmembrane transporter activity|molecular function;GO:0055085|transmembrane transport|biological process,NA
KWMTBOMO15537,NA,_,101735713,PREDICTED:_facilitated_trehalose_transporter_Tret1-2_homolog_[Bombyx_mori],GO:0016021|integral component of membrane|cellular component;GO:0022857|transmembrane transporter activity|molecular function;GO:0055085|transmembrane transport|biological process,NA
KWMTBOMO15538,NA,_,101735713,PREDICTED:_facilitated_trehalose_transporter_Tret1-2_homolog_[Bombyx_mori],GO:0016021|integral component of membrane|cellular component;GO:0022857|transmembrane transporter activity|molecular function;GO:0055085|transmembrane transport|biological process,NA
KWMTBOMO15539,NA,_,101735847,PREDICTED:_facilitated_trehalose_transporter_Tret1-like_[Bombyx_mori],GO:0016020|membrane|cellular component;GO:0016021|integral component of membrane|cellular component;GO:0022857|transmembrane transporter activity|molecular function;GO:0055085|transmembrane transport|biological process,NA
KWMTBOMO15540,LOC110385520,_,101743754,reverse_transcriptase_[Bombyx_mori],-,NA
KWMTBOMO15541,LOC101735713,_,101736735,PREDICTED:_facilitated_trehalose_transporter_Tret1-like_[Bombyx_mori],GO:0016020|membrane|cellular component;GO:0016021|integral component of membrane|cellular component;GO:0022857|transmembrane transporter activity|molecular function;GO:0055085|transmembrane transport|biological process,NA
KWMTBOMO15542,LOC101735980,_,101735980,PREDICTED:_LOW_QUALITY_PROTEIN:_facilitated_trehalose_transporter_Tret1-2_homolog_[Bombyx_mori],GO:0016020|membrane|cellular component;GO:0016021|integral component of membrane|cellular component;GO:0022857|transmembrane transporter activity|molecular function;GO:0055085|transmembrane transport|biological process,NA
KWMTBOMO15543,LOC101736995,_,101736995,PREDICTED:_DNA-directed_RNA_polymerase_I_subunit_RPA2_[Papilio_polytes],"GO:0003677|DNA binding|molecular function;GO:0003899|DNA-directed 5'-3' RNA polymerase activity|molecular function;GO:0005634|nucleus|cellular component;GO:0006351|transcription, DNA-templated|biological process;GO:0032549|ribonucleoside binding|molecular function",NA
KWMTBOMO15544,LOC105841303,_,105841303,PREDICTED:_uncharacterized_protein_LOC105382152_[Plutella_xylostella],GO:0003676|nucleic acid binding|molecular function;GO:0015074|DNA integration|biological process,NA
KWMTBOMO15545,NA,_,101739442,Uncharacterized_protein_OBRU01_07814_[Operophtera_brumata],-,neuroligin-1sK07378 NLGN; neuroligin
KWMTBOMO15546,NA,_,101736995,PREDICTED:_DNA-directed_RNA_polymerase_I_subunit_RPA2_isoform_X2_[Amyelois_transitella],"GO:0003677|DNA binding|molecular function;GO:0003899|DNA-directed 5'-3' RNA polymerase activity|molecular function;GO:0006351|transcription, DNA-templated|biological process;GO:0032549|ribonucleoside binding|molecular function",NA
KWMTBOMO15547,LOC101737128,_,101737128,PREDICTED:_nucleolar_protein_56_[Amyelois_transitella],-,nucleolar protein 56sK14564 NOP56; nucleolar protein 56
KWMTBOMO15548,LOC101737518,_,101737518,PREDICTED:_uncharacterized_protein_LOC106133025_[Amyelois_transitella],-,NA
KWMTBOMO15549,LOC101737271,_,101737271,PREDICTED:_retinol_dehydrogenase_14-like_[Amyelois_transitella],-,NA
KWMTBOMO15550,LOC101737660,_,101737660,putative_calponin-like_and_microtubule-associated_protein_[Danaus_plexippus],GO:0005515|protein binding|molecular function,sperm flagellar protein 1sK25614 SPEF1; sperm flagellar protein 1
KWMTBOMO15551,LOC105842535,_,105842535,PREDICTED:_uncharacterized_protein_LOC105842535_[Bombyx_mori],-,NA
KWMTBOMO15552,NA,_,105842535,PREDICTED:_uncharacterized_protein_LOC105842535_[Bombyx_mori],-,NA
